"","age","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","admin.","blue-collar","entrepreneur","housemaid","management","retired","self-employed","services","student","technician","unemployed","unknown"
"18455",59,"1","2","0",2651,"0","0","0",31,"7",258,2,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18456",51,"2","1","0",106,"1","0","0",31,"7",240,2,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18457",44,"2","3","0",4460,"0","0","0",31,"7",168,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18458",56,"2","2","0",1502,"0","0","0",31,"7",119,11,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18459",57,"2","2","0",1354,"0","0","1",31,"7",131,9,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18460",47,"2","2","1",-1531,"1","0","1",31,"7",156,8,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"18461",33,"3","2","0",2554,"1","0","0",31,"7",77,15,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18462",36,"1","3","0",1023,"1","0","1",31,"7",189,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18463",43,"2","3","0",0,"0","0","1",31,"7",107,17,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18464",35,"2","-1","0",1662,"0","0","1",31,"7",122,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18465",54,"2","1","0",532,"0","0","0",31,"7",73,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18466",39,"2","3","0",55,"0","0","1",31,"7",216,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18467",52,"2","-1","0",668,"1","0","1",31,"7",212,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18468",46,"1","-1","0",2391,"1","0","1",31,"7",148,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18469",38,"2","3","0",0,"0","1","1",31,"7",122,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18470",46,"3","2","0",389,"0","0","0",31,"7",46,4,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18471",45,"2","1","0",-455,"1","1","1",31,"7",161,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18472",47,"2","3","0",2597,"0","0","1",31,"7",52,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18473",42,"3","2","0",714,"0","0","1",31,"7",145,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18474",45,"3","3","0",16,"0","0","1",31,"7",59,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18475",38,"2","2","0",4392,"0","0","1",31,"7",32,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18476",27,"3","3","0",385,"0","1","1",31,"7",52,7,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18477",37,"2","2","0",14,"1","0","1",31,"7",38,18,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18478",55,"2","3","0",2,"0","1","1",31,"7",126,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18479",51,"2","3","0",5059,"1","0","1",31,"7",189,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18480",44,"2","2","0",96,"1","0","1",31,"7",547,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18481",38,"3","2","0",-211,"0","1","1",31,"7",166,2,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18482",42,"2","3","0",2110,"0","1","1",31,"7",106,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18483",49,"1","2","0",4908,"0","0","1",31,"7",42,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18484",56,"2","2","0",0,"0","0","0",31,"7",45,2,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18485",47,"2","3","0",2261,"0","0","1",31,"7",87,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18486",42,"2","2","0",2219,"1","0","1",31,"7",548,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18487",50,"2","2","0",1553,"1","0","1",31,"7",53,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18488",39,"2","1","0",2077,"1","0","1",31,"7",88,21,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18489",41,"2","2","0",-459,"1","0","1",31,"7",162,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18490",50,"1","1","0",602,"1","0","1",31,"7",225,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18491",40,"2","2","0",1954,"0","0","1",31,"7",1107,2,-1,0,"-1","1",0,1,0,0,0,0,0,0,0,0,0,0
"18492",55,"2","2","0",3546,"1","1","1",31,"7",268,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18493",32,"3","2","0",3036,"1","0","1",31,"7",52,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18494",43,"2","2","0",533,"1","0","1",31,"7",228,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18495",41,"2","2","0",0,"0","0","1",31,"7",83,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18496",48,"3","3","0",648,"1","0","1",31,"7",462,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18497",41,"2","2","0",0,"0","0","1",31,"7",847,14,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18498",33,"3","2","0",5,"1","0","1",31,"7",188,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18499",39,"3","1","0",375,"0","0","0",31,"7",80,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18500",42,"1","2","0",1689,"1","0","1",31,"7",50,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18501",39,"3","3","0",2258,"1","0","1",31,"7",255,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18502",36,"2","2","0",470,"1","0","1",31,"7",101,4,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18503",42,"3","2","0",4343,"0","0","1",31,"7",245,4,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18504",31,"3","3","0",935,"0","0","1",31,"7",64,5,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18505",45,"2","1","0",1533,"0","0","1",31,"7",83,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18506",28,"2","3","0",22,"1","0","1",31,"7",59,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18507",37,"2","3","0",4357,"0","0","1",31,"7",548,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18508",48,"2","3","1",0,"1","0","1",31,"7",281,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18509",57,"2","2","0",271,"0","0","1",31,"7",81,4,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"18510",54,"2","2","0",812,"1","1","1",31,"7",83,6,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18511",50,"2","2","1",0,"0","0","0",31,"7",35,9,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18512",42,"2","1","0",517,"1","0","1",31,"7",101,7,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18513",35,"2","2","0",-195,"0","0","1",31,"7",309,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18514",57,"2","1","0",3549,"0","0","1",31,"7",51,36,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18515",57,"2","1","0",80,"0","1","1",31,"7",158,7,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18516",35,"2","1","0",0,"0","0","1",31,"7",57,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18517",44,"2","1","0",755,"0","1","1",31,"7",829,4,-1,0,"-1","1",0,0,0,0,0,0,0,0,0,1,0,0
"18518",47,"2","2","0",1077,"0","0","1",31,"7",367,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18519",51,"2","3","0",5350,"1","1","1",31,"7",612,4,-1,0,"-1","1",0,0,0,0,0,0,1,0,0,0,0,0
"18520",56,"2","-1","0",33,"0","0","0",31,"7",26,15,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,0,1
"18521",35,"3","2","0",3384,"1","0","1",31,"7",372,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18522",54,"2","3","0",1623,"0","0","1",31,"7",25,8,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18523",35,"2","3","0",2801,"1","0","1",31,"7",184,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18524",46,"2","1","0",333,"1","0","1",31,"7",284,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18525",37,"2","2","0",0,"1","1","1",31,"7",187,2,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18526",53,"2","3","0",3366,"0","0","1",31,"7",128,2,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18527",46,"2","-1","0",4,"0","1","1",31,"7",171,4,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18528",33,"3","3","0",99,"0","1","1",31,"7",192,3,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18529",36,"2","3","0",3770,"1","0","1",31,"7",150,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18530",32,"2","2","0",7365,"1","0","1",31,"7",124,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18531",40,"2","3","0",-1737,"1","1","1",31,"7",249,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18532",58,"2","2","0",-382,"0","0","1",31,"7",644,12,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"18533",38,"3","2","0",1911,"1","0","1",31,"7",74,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18534",58,"2","3","0",4656,"0","0","1",31,"7",119,6,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18535",42,"2","1","0",704,"1","1","0",31,"7",88,10,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18536",56,"1","3","0",1593,"1","0","1",31,"7",434,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18537",36,"2","2","0",7957,"0","0","1",31,"7",288,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18538",49,"1","1","1",-736,"0","0","1",31,"7",305,6,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18539",46,"2","3","0",466,"1","0","1",31,"7",109,8,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18540",44,"1","2","0",1,"0","0","1",31,"7",388,4,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18541",40,"3","3","0",7441,"0","0","1",31,"7",1461,6,-1,0,"-1","1",0,0,0,1,0,0,0,0,0,0,0,0
"18542",32,"2","2","0",347,"1","0","1",31,"7",155,13,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18543",46,"2","2","0",375,"0","0","0",31,"7",172,6,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18544",35,"1","1","0",4401,"1","0","1",31,"7",465,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18545",59,"1","1","0",259,"0","0","1",31,"7",166,4,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"18546",46,"2","3","0",4039,"1","0","1",31,"7",716,9,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18547",42,"3","2","0",0,"0","0","0",31,"7",33,13,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18548",59,"2","1","0",-266,"1","1","1",31,"7",266,11,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18549",32,"3","2","0",0,"1","0","1",31,"7",99,13,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18550",41,"1","2","0",3,"1","0","1",31,"7",228,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18551",53,"2","2","0",0,"0","0","0",31,"7",36,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18552",31,"2","2","0",1030,"1","0","1",31,"7",180,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18553",36,"2","3","0",4359,"0","0","1",31,"7",74,6,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18554",34,"2","2","0",27,"1","1","1",31,"7",249,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18555",40,"2","2","0",488,"1","0","1",31,"7",222,4,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18556",41,"2","2","0",56,"1","0","1",31,"7",63,21,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18557",35,"2","3","0",1731,"0","0","1",31,"7",361,4,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"18558",54,"2","2","0",-626,"1","1","1",31,"7",294,5,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18559",40,"2","2","0",87,"1","1","1",31,"7",247,4,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18560",55,"3","2","0",923,"0","0","1",31,"7",841,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18561",52,"2","1","0",171,"1","1","1",31,"7",223,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18562",39,"2","1","0",532,"1","0","1",31,"7",786,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18563",42,"2","2","0",3211,"0","0","1",31,"7",180,1,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18564",43,"1","3","0",439,"1","0","1",31,"7",92,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18565",51,"1","2","0",1,"1","1","1",31,"7",300,1,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18566",49,"2","2","0",4697,"1","0","1",31,"7",66,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18567",41,"2","2","0",1822,"0","1","1",31,"7",391,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18568",52,"2","1","0",655,"1","1","1",31,"7",155,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18569",58,"2","2","0",1172,"0","0","1",31,"7",86,1,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18570",49,"2","2","0",133,"0","0","1",31,"7",81,5,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18571",44,"2","2","0",-137,"0","0","1",31,"7",151,13,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18572",36,"2","2","0",29,"1","1","1",31,"7",345,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18573",54,"2","2","0",3250,"0","0","1",31,"7",94,3,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18574",40,"2","3","1",-2827,"1","1","1",31,"7",843,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18575",41,"2","3","1",-1176,"1","1","1",31,"7",81,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18576",58,"2","2","0",18,"0","0","1",31,"7",70,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18577",36,"3","3","0",2706,"0","0","1",31,"7",75,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18578",36,"2","3","0",2547,"0","0","1",31,"7",292,1,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18579",56,"2","2","0",728,"0","0","1",31,"7",107,15,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18580",50,"3","3","0",6030,"1","0","1",31,"7",198,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18581",55,"1","2","0",-555,"1","0","1",31,"7",81,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18582",41,"1","1","0",308,"0","0","1",31,"7",73,1,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18583",39,"2","2","0",10005,"1","0","1",31,"7",241,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18584",44,"3","-1","1",-612,"1","0","1",31,"7",297,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18585",47,"3","3","0",1187,"0","0","1",31,"7",1739,7,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18586",56,"2","2","0",1362,"0","0","0",31,"7",345,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18587",52,"2","2","0",-1,"0","1","1",31,"7",166,1,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18588",44,"2","-1","0",879,"0","0","0",31,"7",28,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18589",39,"2","2","0",98,"0","0","1",31,"7",119,1,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18590",44,"2","2","0",0,"0","0","1",31,"7",209,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18591",59,"2","1","0",1040,"0","0","0",31,"7",733,1,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18592",52,"2","3","0",554,"0","0","1",31,"7",44,5,-1,0,"-1","0",0,0,0,1,0,0,0,0,0,0,0,0
"18593",38,"2","2","0",2398,"1","1","1",31,"7",18,33,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18594",44,"2","-1","0",1317,"0","0","0",31,"7",444,6,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,0,1
"18595",49,"1","3","0",2564,"1","0","1",31,"7",744,8,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18596",49,"2","3","0",413,"0","1","1",31,"7",196,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18597",42,"2","1","0",0,"1","0","0",31,"7",190,4,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18598",55,"2","3","0",804,"0","0","1",31,"7",245,5,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18599",37,"3","3","0",65,"0","0","1",31,"7",22,4,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18600",44,"2","2","1",-251,"0","1","0",31,"7",13,16,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18601",32,"2","3","0",3,"1","0","1",31,"7",22,27,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18602",31,"2","3","0",237,"1","0","1",31,"7",59,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18603",58,"2","3","0",0,"0","0","0",31,"7",27,16,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18604",27,"3","2","1",1110,"1","1","1",31,"7",25,36,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18605",41,"1","3","0",861,"1","0","1",31,"7",108,13,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18606",36,"1","2","0",107,"1","0","1",31,"7",134,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18607",29,"2","3","0",-983,"1","1","1",31,"7",58,2,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18608",43,"2","2","0",186,"0","1","1",31,"7",32,21,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18609",53,"1","2","0",2215,"1","1","1",31,"7",88,14,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18610",57,"2","3","0",4929,"1","0","0",31,"7",91,4,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18611",40,"2","2","0",598,"1","0","1",31,"7",90,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18612",37,"3","3","0",1286,"0","0","0",31,"7",37,7,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18613",25,"2","3","0",0,"1","0","1",31,"7",20,31,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18614",38,"2","1","0",0,"1","0","1",31,"7",18,22,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18615",44,"2","2","0",598,"0","0","1",31,"7",88,5,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18616",40,"2","-1","0",0,"0","0","1",31,"7",66,34,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18617",34,"2","3","0",4,"1","0","1",31,"7",33,39,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18618",45,"2","-1","0",5640,"1","0","0",31,"7",18,9,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18619",32,"1","3","0",745,"1","1","1",31,"7",11,20,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18620",50,"2","1","0",235,"0","0","1",31,"7",64,20,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18621",39,"2","3","0",0,"0","0","1",31,"7",70,3,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18622",37,"2","3","0",-57,"1","0","1",31,"7",37,20,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18623",42,"2","2","0",108,"1","0","0",31,"7",51,21,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18624",35,"1","-1","0",-11,"1","1","1",31,"7",24,18,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18625",47,"2","-1","0",1179,"1","1","1",31,"7",21,2,-1,0,"-1","0",0,0,1,0,0,0,0,0,0,0,0,0
"18626",49,"1","3","0",755,"0","0","1",31,"7",1212,4,-1,0,"-1","1",0,0,0,0,1,0,0,0,0,0,0,0
"18627",53,"2","3","0",-22,"1","0","1",31,"7",20,3,-1,0,"-1","0",0,0,0,0,0,1,0,0,0,0,0,0
"18628",45,"3","1","0",847,"0","0","1",31,"7",294,3,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18629",34,"2","-1","0",0,"1","0","0",31,"7",65,4,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18630",40,"3","3","0",0,"0","0","1",31,"7",162,5,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18631",32,"2","2","0",139,"1","1","1",31,"7",70,5,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18632",33,"2","2","0",166,"0","1","1",31,"7",69,27,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18633",30,"3","-1","0",-570,"1","0","1",31,"7",12,22,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18634",51,"2","3","0",833,"0","0","1",31,"7",77,3,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18635",52,"2","1","0",0,"1","0","1",31,"7",17,28,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18636",27,"3","3","0",148,"1","0","1",31,"7",632,18,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18637",45,"2","3","0",7154,"1","0","1",31,"7",393,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18638",25,"2","2","0",0,"1","0","1",31,"7",12,28,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18639",26,"3","2","0",1,"0","0","0",31,"7",14,20,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18640",28,"3","2","0",39,"0","0","1",31,"7",22,7,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18641",32,"2","1","0",-105,"1","1","0",31,"7",454,19,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18642",53,"2","2","0",514,"1","0","1",31,"7",10,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18643",47,"2","3","0",1493,"0","0","1",31,"7",89,5,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18644",46,"2","-1","0",876,"1","0","1",31,"7",11,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18645",49,"2","1","1",11,"1","0","0",31,"7",166,8,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,0,1,0
"18646",38,"2","2","0",-361,"1","0","0",31,"7",37,33,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18647",40,"2","2","0",1412,"0","0","1",31,"7",48,3,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18648",49,"1","2","0",2677,"1","1","1",31,"7",67,3,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18649",44,"1","2","0",3258,"0","0","1",31,"7",58,6,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18650",56,"2","3","0",1476,"0","0","0",31,"7",40,3,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18651",37,"2","3","0",208,"1","0","1",31,"7",350,5,-1,0,"-1","0",0,0,0,0,0,0,1,0,0,0,0,0
"18652",46,"2","3","0",4879,"0","0","1",31,"7",195,3,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18653",34,"2","3","0",714,"1","0","1",31,"7",8,27,-1,0,"-1","0",0,0,0,0,1,0,0,0,0,0,0,0
"18654",41,"2","1","0",1256,"0","0","1",31,"7",74,2,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18655",27,"3","2","0",5850,"1","0","1",31,"7",164,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18656",36,"3","2","0",76,"1","0","1",31,"7",109,5,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18657",36,"3","2","0",2921,"0","0","0",31,"7",55,7,-1,0,"-1","0",0,0,0,0,0,0,0,0,0,1,0,0
"18658",37,"2","2","0",1049,"0","0","1",31,"7",126,5,-1,0,"-1","0",1,0,0,0,0,0,0,0,0,0,0,0
"18659",42,"2","2","0",0,"1","0","1",31,"7",17,20,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18660",52,"1","2","0",0,"0","0","1",31,"7",530,3,-1,0,"-1","0",0,0,0,0,0,0,0,1,0,0,0,0
"18661",33,"2","2","0",0,"1","1","1",31,"7",16,43,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
"18662",35,"2","2","0",-172,"1","0","1",31,"7",14,32,-1,0,"-1","0",0,1,0,0,0,0,0,0,0,0,0,0
